customer_id,full_name,email,birth_date,gender,city,state,signup_date,customer_segment,acquisition_channel,monthly_income,credit_score,risk_level,is_active,churn_flag
3093,Dr Gillian Burke,rhys17@example.net,1992-01-04,Female,Gibsonville,Turkey,2026-02-27,Business,Referral,30438,677,Medium,True,True
3094,Dr Roy Jones,baldwintony@example.com,1962-12-19,Female,North Steven,Bouvet Island (Bouvetoya),2024-09-22,Standard,Facebook Ads,4431,721,Medium,True,False
3095,Jill Hughes,hbarber@example.org,1945-10-28,Female,West Adam,New Zealand,2026-02-10,Standard,Referral,2995,613,High,True,False
3096,Wendy Roberts,alexanderthomas@example.net,1947-03-31,Male,South Janetmouth,Latvia,2024-11-08,Standard,Organic,4907,636,High,True,False
3097,Joshua Chapman,philip65@example.org,1966-10-02,Male,Bellport,Madagascar,2025-08-06,Standard,LinkedIn,3292,611,High,True,True
3098,Mr Adam Williams,carlygough@example.com,1967-07-20,Female,South Oliviamouth,Uganda,2023-06-12,Standard,LinkedIn,4902,728,Medium,True,False
3099,Carolyn Jones,dyerchelsea@example.com,1958-11-20,Male,Gregoryfort,Luxembourg,2024-06-05,Premium,Organic,9218,810,Low,True,False
3100,Teresa Ahmed,hbaker@example.net,1982-03-20,Male,South Connor,Saint Vincent and the Grenadines,2026-02-25,Premium,Google Ads,5157,716,Medium,True,False
3101,Dr Clifford Morris,carlychambers@example.net,1973-05-16,Female,West Cherylborough,Ghana,2025-08-31,Standard,Referral,3061,771,Low,True,False
3102,Jeremy Morris,xmiah@example.org,1949-05-31,Male,Clarkport,Mauritius,2025-09-19,Standard,Facebook Ads,3554,676,Medium,True,False
3103,Dr Kevin Hudson,roy43@example.org,1999-02-18,Male,Port Kyleberg,Macao,2026-04-30,Standard,Google Ads,2764,733,Medium,True,False
3104,Carolyn Johnson,brian09@example.net,1994-01-10,Female,Kirstymouth,Brunei Darussalam,2025-04-21,Premium,Facebook Ads,11449,818,Low,True,False
3105,Geoffrey Stokes,oliver46@example.com,1972-02-06,Male,South Jodie,Philippines,2025-11-25,Standard,Google Ads,4954,539,High,True,True
3106,Dr Jacob Craig,carly41@example.net,1958-06-15,Female,East Chelsea,Tajikistan,2025-02-19,Standard,Referral,1820,705,Medium,True,False
3107,Neil Nolan-Mitchell,laneronald@example.com,1949-03-17,Female,East Peter,British Virgin Islands,2023-08-28,Standard,Facebook Ads,4799,659,Medium,True,False
3108,Kevin Scott-Baxter,garysmith@example.org,1962-02-20,Male,Summersside,Georgia,2024-02-21,Premium,Google Ads,9643,724,Medium,True,False
3109,Ms Annette Poole,shannon64@example.org,1974-10-06,Male,Sheilaberg,Lithuania,2024-10-27,Standard,Facebook Ads,3071,712,Medium,True,False
3110,Dr Declan Leonard,vanessa65@example.net,1978-06-22,Female,Thompsonstad,Central African Republic,2025-01-08,Standard,Organic,3970,686,Medium,True,True
3111,Steven Jones,iharrison@example.net,1979-04-15,Female,New Paigestad,Italy,2026-03-04,Standard,Organic,3904,639,High,False,True
3112,Charles Begum,pattersonheather@example.org,1972-02-28,Male,North Ameliamouth,Poland,2024-02-18,Standard,Referral,4098,722,Medium,True,False
3113,Victor Butler,xjones@example.net,1983-08-21,Male,New Jade,Bouvet Island (Bouvetoya),2026-01-09,Standard,Google Ads,2007,490,High,True,False
3114,Ms Sandra Austin,fwest@example.com,1948-10-29,Female,Rowleyland,Antigua and Barbuda,2024-07-09,Standard,Facebook Ads,3990,850,Low,True,False
3115,Marilyn Wilson-Edwards,eileen56@example.com,1985-09-28,Female,Port Clare,Latvia,2024-08-04,Standard,Organic,3211,717,Medium,True,False
3116,Tina Evans,fjones@example.org,2001-09-28,Non-Binary,Hughesside,Somalia,2024-10-18,Standard,Organic,4988,713,Medium,True,False
3117,Beth Wright,thompsonabdul@example.org,1970-02-15,Male,East Paige,Kiribati,2023-06-30,Premium,Organic,7812,672,Medium,True,False
3118,Dr Stewart Williams,george94@example.com,1991-02-02,Male,Harrisstad,Honduras,2024-10-14,Standard,Facebook Ads,3792,782,Low,True,False
3119,Mrs Julia Young,nigelpope@example.net,1968-10-05,Male,Matthewstad,Sierra Leone,2025-09-20,Standard,Referral,4710,690,Medium,False,False
3120,Mrs Georgina Clarke,khankelly@example.com,1957-03-11,Female,Lake Owenborough,Bahrain,2024-04-16,Premium,Organic,8255,625,High,True,False
3121,Andrew Dennis,qanderson@example.com,2001-04-23,Male,Owenfurt,Western Sahara,2025-12-05,Standard,Referral,4147,785,Low,True,False
3122,Nicola Tucker,jackbarlow@example.net,1996-04-23,Female,East Francisland,Lithuania,2024-08-30,Standard,Facebook Ads,2815,689,Medium,True,False
3123,Christopher Ellis-Davies,amandaherbert@example.org,1980-02-22,Female,North Thomasburgh,Norfolk Island,2025-12-15,Premium,Google Ads,6855,518,High,True,False
3124,Charlie Davies,marialeach@example.org,1998-05-21,Female,Osborneville,Libyan Arab Jamahiriya,2023-06-12,Standard,Google Ads,3723,803,Low,True,False
3125,Clifford Gregory-Thomas,millerpauline@example.com,1990-09-24,Male,West Hannahton,Togo,2025-08-25,Standard,Organic,2076,727,Medium,True,False
3126,Hannah Riley,rthomas@example.org,1981-07-21,Female,South Roymouth,Puerto Rico,2023-08-28,Standard,Organic,4175,733,Medium,True,False
3127,Dr George Walton,daniellehorton@example.org,1957-08-24,Female,Hallshire,Sudan,2026-02-22,Standard,Referral,1952,713,Medium,True,False
3128,Dr Alex White,pritchardnatasha@example.net,2001-04-16,Non-Binary,Brooksstad,Canada,2023-12-06,Premium,Organic,9375,712,Medium,True,False
3129,Olivia Moore,banksgerald@example.net,1970-10-22,Non-Binary,Lake Alison,Namibia,2025-07-22,Standard,Referral,2965,585,High,True,True
3130,Francesca Parker,malcolmhopkins@example.com,1974-04-24,Male,Port Chloe,Niger,2024-08-27,Standard,LinkedIn,2603,742,Medium,True,False
3131,Kieran King,neilmann@example.net,1998-10-31,Non-Binary,Lake Rosemary,Barbados,2025-06-22,Standard,Referral,4235,678,Medium,True,True
3132,Sandra Baker,nathan38@example.org,1995-02-08,Male,Susanville,Trinidad and Tobago,2025-03-23,Standard,Facebook Ads,2625,713,Medium,True,False
3133,Hannah Dawson-Mitchell,christianmurray@example.org,1950-09-22,Female,Hicksview,Afghanistan,2023-09-08,Premium,Referral,5875,614,High,True,False
3134,Dr Steven Byrne,chall@example.net,1951-06-03,Male,Port Catherine,Tajikistan,2024-07-26,Standard,Organic,3227,752,Low,True,False
3135,David Franklin-Preston,daviesdonna@example.org,1962-11-13,Male,Paigehaven,Kyrgyz Republic,2025-11-19,Standard,Google Ads,3092,770,Low,True,True
3136,Dr Molly Evans,mmorrison@example.org,2006-08-04,Female,South Guyberg,Cameroon,2025-01-17,Standard,Referral,2420,745,Medium,True,False
3137,Jordan Greenwood,dylan87@example.org,1989-03-23,Female,New Mohammadton,Saudi Arabia,2023-11-28,Standard,Organic,2307,573,High,True,False
3138,Dr Joshua Bennett,lindsey12@example.org,1989-09-06,Male,East Donaldland,Timor-Leste,2026-04-22,Standard,Referral,3119,661,Medium,False,False
3139,Robert Lamb,kkennedy@example.org,2003-10-29,Male,Port Helen,Russian Federation,2026-05-24,Premium,Organic,5636,693,Medium,True,False
3140,Molly Herbert,joycechristine@example.org,1996-07-21,Male,Lake Stacey,Hungary,2025-09-06,Standard,Google Ads,4807,579,High,True,True
3141,Mrs Jodie Jones,brian36@example.net,1965-08-10,Male,Deniston,Greenland,2023-10-11,Standard,Referral,3120,850,Low,True,False
3142,Dr Elaine Harrison,yedwards@example.org,1968-06-20,Non-Binary,Greenhaven,India,2026-05-29,Standard,Google Ads,2115,664,Medium,True,False
3143,Mr Dean Newton,lucashayley@example.com,1991-08-19,Female,North Benjamintown,Burundi,2024-07-13,Business,Google Ads,27498,773,Low,True,False
3144,Miss Rachel Fletcher,forstermartin@example.net,1982-02-21,Non-Binary,North Bethanyhaven,Cook Islands,2025-12-08,Standard,Organic,1885,621,High,True,True
3145,Diana Woodward,daletaylor@example.org,1950-01-22,Male,Lake Helenmouth,Northern Mariana Islands,2025-06-18,Standard,Referral,4878,826,Low,True,False
3146,Antony Baker,lukehill@example.net,1955-10-22,Female,Kathrynview,American Samoa,2025-10-13,Premium,Referral,7704,730,Medium,True,False
3147,Denis Martin-Ford,ebartlett@example.org,1958-08-28,Male,East Lee,Yemen,2025-09-23,Standard,Google Ads,2935,724,Medium,False,False
3148,Alex Simmons,cread@example.org,1981-04-16,Male,Port Jill,Mongolia,2024-01-01,Standard,Google Ads,4360,704,Medium,True,False
3149,Jayne Waters,zthompson@example.com,1957-03-23,Male,New Bernard,Bahrain,2025-01-04,Business,Organic,32945,651,Medium,True,False
3150,Dr Darren Young,daydebra@example.net,1952-08-02,Female,Whitefort,Somalia,2025-08-22,Premium,Referral,6635,760,Low,True,False
3151,Mr Damien Moore,margaretbishop@example.org,1957-04-12,Male,Port Lisabury,Uzbekistan,2024-09-17,Standard,Organic,2885,722,Medium,True,False
3152,Dr Phillip Blake,xsheppard@example.org,1964-05-07,Female,Port Janice,Luxembourg,2024-10-04,Standard,Google Ads,2957,666,Medium,True,False
3153,Gregory Freeman,jwhite@example.com,1982-10-20,Male,West Steven,Reunion,2025-04-27,Standard,Referral,4009,795,Low,True,False
3154,Dr Gregory Jennings,nwalker@example.com,1965-12-12,Male,East John,Zimbabwe,2023-09-03,Standard,LinkedIn,2739,587,High,True,False
3155,Dr Valerie Burgess,marionlaw@example.com,1962-04-03,Female,Port Bruceside,Marshall Islands,2024-11-08,Standard,Referral,3397,685,Medium,True,True
3156,Dennis Bradley,hancockbilly@example.org,2003-05-21,Female,Geraldinehaven,Korea,2025-06-10,Premium,Referral,6260,841,Low,True,False
3157,Mohammed Kelly,trevor83@example.org,1961-12-12,Female,Clivefort,British Indian Ocean Territory (Chagos Archipelago),2024-04-19,Premium,LinkedIn,5099,761,Low,True,False
3158,Justin Jones,gwright@example.org,1991-04-24,Female,Matthewchester,Macao,2025-07-05,Standard,Google Ads,1913,729,Medium,True,False
3159,Marilyn Myers,andrew18@example.net,1961-06-28,Female,Joshuaview,Tanzania,2025-08-25,Premium,Organic,6125,778,Low,True,False
3160,Kimberley Curtis-Leach,carl11@example.net,1984-08-29,Female,Lake Fionachester,Iran,2023-09-13,Standard,Referral,2405,641,High,True,True
3161,Aimee Perry,saunderskathryn@example.org,1947-08-11,Male,South Suzannechester,Latvia,2025-04-03,Premium,LinkedIn,5962,591,High,True,True
3162,Alexander Cole-McDonald,bdunn@example.com,1949-11-02,Female,Wheelerside,Mozambique,2025-11-21,Premium,Organic,11502,768,Low,True,False
3163,Catherine Clark,morrisarthur@example.org,1986-10-01,Male,Blakechester,Taiwan,2025-05-07,Standard,Referral,4115,769,Low,True,False
3164,Alexandra Griffiths,antony19@example.com,2006-08-29,Female,Edwardsville,Malawi,2024-08-15,Standard,Referral,2424,615,High,True,False
3165,Roy Butler,markevans@example.com,2003-07-30,Male,Jeanport,Brunei Darussalam,2026-03-20,Standard,Organic,2739,654,Medium,True,False
3166,Stacey Holmes,marc35@example.org,1954-03-12,Female,Banksburgh,France,2024-06-06,Standard,Referral,4988,702,Medium,True,False
3167,Lesley Chadwick-Holmes,jburgess@example.com,1948-01-12,Female,Pearceberg,United Kingdom,2023-09-13,Premium,Organic,9457,447,High,True,False
3168,Mrs Naomi Flynn,baileycraig@example.net,1964-12-06,Female,Georginachester,Norway,2026-02-13,Standard,Organic,4503,739,Medium,True,False
3169,Eleanor Matthews,adrian70@example.net,1949-11-16,Female,Suttonstad,Italy,2024-04-07,Premium,Google Ads,10658,659,Medium,True,True
3170,Iain Wilkinson,uwilson@example.org,1976-03-15,Male,Hillport,Tuvalu,2026-02-11,Premium,Referral,11182,690,Medium,True,False
3171,Helen Jones-Foster,bstevens@example.net,1964-01-03,Female,Martinstad,France,2024-09-03,Standard,Google Ads,1905,664,Medium,False,False
3172,John Harvey,abutler@example.net,1982-06-16,Male,Bakerbury,Malawi,2025-07-28,Standard,Organic,1828,614,High,True,False
3173,Dr Henry Hill,carol31@example.org,1994-04-26,Female,Lindseyview,Tanzania,2024-03-28,Standard,Facebook Ads,3189,706,Medium,True,False
3174,Jennifer Brown,thomasduncan@example.net,1995-01-30,Female,Middletonburgh,Heard Island and McDonald Islands,2023-10-01,Standard,LinkedIn,3183,759,Low,True,False
3175,Dr Bethany Thomas,katie78@example.com,1984-04-30,Non-Binary,Powerburgh,Benin,2024-08-30,Standard,Google Ads,3244,579,High,True,False
3176,Harriet Ellis,ladams@example.com,1962-02-24,Female,Spencerburgh,Sri Lanka,2024-10-08,Premium,Organic,6208,666,Medium,True,True
3177,Lisa Wright,melanie20@example.org,2001-12-06,Female,New Lesley,Marshall Islands,2025-12-05,Standard,Organic,2417,765,Low,True,False
3178,Mrs Denise Green,chloemurphy@example.org,2007-11-10,Male,Butlerport,Gibraltar,2024-03-10,Standard,Google Ads,2478,724,Medium,True,False
3179,Georgina Jones,scampbell@example.org,1995-07-16,Male,Port Mary,Zimbabwe,2023-09-21,Premium,Google Ads,10430,602,High,True,False
3180,Miss Valerie Whitehead,emilyedwards@example.net,1946-12-06,Female,West Kenneth,Marshall Islands,2023-10-15,Standard,Google Ads,2058,539,High,True,True
3181,Dr Antony Field,trevor14@example.com,1981-09-01,Female,Jacobshire,Faroe Islands,2025-03-08,Standard,Facebook Ads,3034,815,Low,True,False
3182,Gareth Foster-Elliott,jonathan58@example.com,1985-10-23,Male,Billyview,Morocco,2025-09-28,Standard,Google Ads,4270,690,Medium,True,False
3183,Ian Patel,abates@example.com,1960-03-15,Male,Leeton,Brunei Darussalam,2025-11-30,Standard,Referral,4764,810,Low,True,False
3184,Dr Gordon Jones,scottdennis@example.org,1992-10-12,Male,Carolinechester,French Southern Territories,2025-04-21,Standard,Google Ads,4141,724,Medium,True,False
3185,Nicholas Johnson,allan67@example.com,1953-12-01,Female,Edwardville,Panama,2026-03-01,Standard,Google Ads,3048,835,Low,False,False
3186,Ian Sims,robertgordon@example.net,1986-09-09,Female,East Brandon,Yemen,2024-11-02,Standard,Facebook Ads,3080,768,Low,True,False
3187,Ms Joanne Harper,clive50@example.net,1949-06-13,Female,Hallshire,Solomon Islands,2023-11-02,Business,Organic,14292,644,High,True,True
3188,Joe Marshall,kirsty92@example.net,1967-02-11,Male,Jackville,Saint Martin,2024-03-23,Premium,Referral,8432,735,Medium,True,False
3189,Russell O'Connor,daleandrews@example.org,1992-03-21,Male,Evansfort,United States Virgin Islands,2024-12-16,Standard,Organic,4049,689,Medium,True,False
3190,Brett Williams,keithsmith@example.org,1952-11-03,Female,Jamiemouth,Guyana,2024-04-06,Standard,Organic,3209,762,Low,False,False
3191,Mr Cameron Hunt,hhunter@example.net,1953-05-15,Male,South Samanthamouth,Turkey,2023-12-29,Standard,Google Ads,2128,754,Low,False,False
3192,Ashleigh Morgan,clareashton@example.org,1961-07-06,Male,Lake Alexandraport,Holy See (Vatican City State),2025-06-16,Standard,Google Ads,3386,563,High,True,False
3193,Shannon Smith-Todd,keithmartin@example.org,2003-02-15,Female,Port Dawnville,San Marino,2025-08-02,Standard,Google Ads,2291,752,Low,True,False
3194,Lynda Walker,brettwright@example.com,1982-04-10,Male,New Jenniferview,Bosnia and Herzegovina,2024-07-08,Standard,Google Ads,2769,591,High,True,False
3195,Mohammad Smith,hnolan@example.net,1998-02-13,Female,East Christian,Cape Verde,2025-06-24,Premium,Organic,10711,820,Low,True,True
3196,Sian Nash,usmith@example.com,1995-03-27,Female,East Connorland,Svalbard & Jan Mayen Islands,2025-12-04,Premium,Referral,6181,760,Low,True,False
3197,Dr Dylan Thomas,egriffiths@example.com,1991-04-21,Female,Houghtonchester,Malta,2024-08-06,Standard,Google Ads,1807,809,Low,False,False
3198,Jade Cooper-Frost,georgiaschofield@example.org,1956-04-17,Male,Milesmouth,Haiti,2024-10-19,Business,Organic,20805,679,Medium,True,False
3199,Callum Wade-Brown,gileshannah@example.net,1985-07-17,Male,North Henry,Western Sahara,2026-06-11,Standard,Google Ads,2448,498,High,True,True
3200,Dr Stanley Williams,brownjason@example.com,1972-02-23,Male,Jenningsmouth,Kenya,2023-10-22,Standard,Organic,4663,701,Medium,True,False
3201,Dr Katie Edwards,dale09@example.net,1962-04-28,Male,South Katherineton,Portugal,2025-09-05,Premium,Organic,7855,633,High,True,False
3202,Dr Malcolm Jones,vford@example.com,2002-05-16,Female,Mossstad,Cook Islands,2023-09-30,Standard,Facebook Ads,3285,660,Medium,True,False
3203,Charlene Watkins,colealexander@example.net,2006-08-12,Male,East Vanessastad,Bermuda,2025-11-10,Standard,Organic,4507,742,Medium,True,False
3204,Mrs Hazel Smith,joshuajarvis@example.org,1979-07-25,Male,Arthurfurt,Brunei Darussalam,2026-01-20,Standard,Google Ads,3667,832,Low,True,False
3205,Mary Naylor,newtonshane@example.org,1998-02-10,Female,West Rosie,Brunei Darussalam,2025-02-10,Premium,Referral,11164,811,Low,True,False
3206,Duncan Coleman-Butcher,morganjulian@example.com,1960-06-23,Male,Caroletown,Singapore,2023-11-22,Standard,Facebook Ads,4487,707,Medium,True,False
3207,Yvonne Perry,jmcdonald@example.net,1978-10-09,Female,East Nicholasville,Saint Helena,2024-10-31,Standard,Organic,3168,738,Medium,False,False
3208,Dr Geraldine Nicholls,armstrongliam@example.org,1981-10-27,Male,Jamesfort,Romania,2023-12-12,Premium,Organic,9732,762,Low,True,False
3209,Linda Hardy,connorsusan@example.com,1952-01-31,Female,Mandybury,Palestinian Territory,2025-02-15,Standard,Organic,2186,577,High,True,False
3210,Carole Jones-Jones,steven23@example.net,2000-10-25,Male,North Gavinville,Norway,2024-03-31,Standard,Organic,2337,563,High,True,True
3211,Mr Allan Williams,olivia50@example.net,1970-02-14,Male,Greenwoodland,Morocco,2023-10-06,Standard,Google Ads,4965,633,High,True,False
3212,Dr Aimee Jones,markholt@example.org,2003-09-09,Female,South Abigailchester,Anguilla,2025-12-01,Premium,Organic,5424,784,Low,True,False
3213,Mitchell Booth-Green,gerard20@example.com,1966-09-10,Male,Harrisonport,Gabon,2024-01-17,Premium,Organic,9572,804,Low,True,False
3214,Lindsey Lewis,miahraymond@example.com,2007-09-10,Female,Johnsonmouth,India,2025-08-23,Standard,Organic,2511,683,Medium,True,False
3215,James Fitzgerald-Jones,fieldjulie@example.com,1959-11-30,Female,Geraldineberg,Switzerland,2025-05-08,Standard,Referral,2667,747,Medium,True,False
3216,Mitchell Bell,obrown@example.org,1951-07-31,Female,South Ashleighchester,Honduras,2023-08-15,Standard,Referral,2640,652,Medium,True,True
3217,Jayne Bird-Jones,hjackson@example.net,1946-07-18,Female,South Nigeltown,Algeria,2025-05-12,Premium,Organic,7143,619,High,True,False
3218,Phillip Little,carol59@example.net,1966-04-20,Female,Turnertown,Bulgaria,2023-06-16,Standard,Facebook Ads,3396,549,High,True,False
3219,Marilyn Heath-Weston,mathewparsons@example.org,1989-07-17,Male,Port Stewartbury,Guam,2024-12-28,Business,Facebook Ads,16876,850,Low,True,False
3220,Adam Robinson-Barber,albertrowley@example.net,1966-03-06,Female,Philipview,Swaziland,2024-01-25,Standard,Google Ads,4447,754,Low,True,False
3221,Mr Martin Walker,russell01@example.org,1971-11-29,Female,Port Rebeccatown,Korea,2026-03-15,Standard,Google Ads,4555,631,High,True,False
3222,Sheila Frost,fosterjoan@example.com,1957-06-06,Female,Wallaceberg,New Caledonia,2025-11-23,Premium,Facebook Ads,7850,835,Low,True,False
3223,Marc Jones,jonathansmith@example.com,1983-02-27,Male,Carrollton,Mexico,2023-07-01,Standard,Referral,4775,699,Medium,True,True
3224,Brian Johnson,anthonygilbert@example.com,1966-04-25,Male,South Eileenfurt,Palestinian Territory,2024-06-07,Premium,Google Ads,10649,798,Low,True,False
3225,Paula Fisher,rachaelday@example.net,1973-11-15,Female,Singhtown,Equatorial Guinea,2025-04-04,Standard,Google Ads,4869,778,Low,True,False
3226,Brenda Singh,imurray@example.net,1959-06-03,Male,East Bethanyfurt,Eritrea,2023-09-23,Standard,Google Ads,2639,664,Medium,False,False
3227,Tony Jackson,judithphillips@example.org,2008-02-27,Female,Guyshire,Bahamas,2026-01-30,Standard,LinkedIn,2798,688,Medium,False,False
3228,Carl Butler-Yates,stephen04@example.net,1993-06-26,Female,East Danielport,Cocos (Keeling) Islands,2024-02-12,Standard,Organic,3940,584,High,True,False
3229,Bryan Murphy,edwardsrussell@example.net,1979-03-22,Male,Port Lucy,United States Virgin Islands,2024-08-07,Standard,Referral,3156,700,Medium,True,False
3230,Dr Andrea Saunders,guy68@example.org,1988-11-17,Male,Beverleyton,Lao People's Democratic Republic,2024-07-27,Standard,Referral,4527,770,Low,True,False
3231,Mathew White,hawkinsamanda@example.org,1999-09-30,Male,North Paigeport,Gibraltar,2023-10-16,Standard,Facebook Ads,2525,673,Medium,True,False
3232,Henry Clark-Wheeler,pmarshall@example.net,2003-01-07,Male,Lake Carl,Pitcairn Islands,2024-08-07,Standard,LinkedIn,4271,674,Medium,True,False
3233,Gerald Evans,sandersonwayne@example.org,1983-08-12,Male,North Heather,Mongolia,2023-11-23,Standard,Facebook Ads,3600,762,Low,True,False
3234,Jay Dawson-Brown,geoffreyjackson@example.net,1996-09-11,Male,West Mathew,Turks and Caicos Islands,2023-10-03,Standard,Organic,4464,791,Low,True,False
3235,Leonard French-Bryan,allenvanessa@example.org,1970-02-11,Male,North Ann,Turkmenistan,2026-03-13,Standard,Organic,1988,518,High,True,False
3236,Charles May,jpowell@example.com,1970-08-16,Male,Stuarttown,Argentina,2025-08-14,Standard,Referral,4686,572,High,True,False
3237,Leslie Houghton,christine78@example.org,1955-04-05,Male,Gerardfurt,Swaziland,2025-08-26,Standard,Facebook Ads,1847,698,Medium,True,False
3238,Katherine Smith,vmatthews@example.com,1988-02-03,Female,Wyatthaven,Suriname,2024-03-26,Standard,Google Ads,3405,599,High,True,False
3239,Dr Duncan Jones,jennabarlow@example.org,1980-02-28,Female,Christianburgh,Uzbekistan,2023-08-25,Standard,Organic,4716,757,Low,True,False
3240,Alexandra Parkinson-Kemp,mariesheppard@example.org,1991-04-13,Female,Lake Bernardmouth,Heard Island and McDonald Islands,2025-12-29,Premium,Referral,6926,850,Low,True,False
3241,Joan Short,rpeters@example.com,1945-06-13,Male,Bethanberg,South Georgia and the South Sandwich Islands,2024-11-28,Standard,Organic,2938,664,Medium,False,False
3242,Bruce Marsh,lesleycooper@example.net,1993-04-15,Female,Lake Heathershire,Comoros,2024-05-16,Standard,Google Ads,4953,701,Medium,True,False
3243,Eleanor Bird,kyle59@example.com,1962-11-18,Male,Mistrymouth,Belgium,2025-04-20,Standard,Facebook Ads,4624,600,High,True,False
3244,Christine Harris,dbrown@example.com,1961-08-27,Male,Port Normanland,Svalbard & Jan Mayen Islands,2024-03-06,Standard,Referral,4301,606,High,True,False
3245,Dr Christopher Richards,dalemartin@example.com,1976-04-04,Female,East Clare,Chad,2025-04-06,Premium,Organic,8031,567,High,True,True
3246,Gordon Alexander,mathewbarnett@example.org,1949-04-11,Female,West Liamside,Kyrgyz Republic,2024-08-02,Premium,Organic,6570,740,Medium,True,False
3247,Amelia Morris,mallen@example.org,1950-10-23,Male,Jackport,Oman,2024-10-28,Standard,Facebook Ads,2942,705,Medium,True,False
3248,Antony Anderson,hilaryflynn@example.org,1975-11-16,Female,Whitechester,Bulgaria,2023-06-24,Standard,LinkedIn,4124,734,Medium,False,False
3249,Martyn Elliott,vhawkins@example.com,1946-11-10,Female,Port Kathrynburgh,Jersey,2024-12-12,Premium,Organic,10652,695,Medium,True,False
3250,Francis Macdonald,tracywatson@example.net,1957-09-27,Female,New Marionview,Zimbabwe,2026-05-23,Standard,LinkedIn,2044,795,Low,True,True
3251,Joyce Simpson,zshort@example.net,1984-06-20,Female,East Dylan,United States Virgin Islands,2023-07-14,Premium,Organic,5411,631,High,False,False
3252,Heather Hancock,bcoleman@example.net,1990-10-24,Non-Binary,South Ben,Antigua and Barbuda,2024-08-18,Standard,Facebook Ads,2118,600,High,True,False
3253,Brenda Thompson,jasminerobinson@example.com,1965-07-17,Female,Shahchester,Liechtenstein,2026-01-01,Standard,Referral,4366,676,Medium,False,False
3254,Dominic Evans,upreston@example.org,1952-01-26,Male,Thorpeville,Saint Kitts and Nevis,2023-09-13,Premium,Facebook Ads,5401,663,Medium,True,False
3255,Cheryl Allen,cjones@example.net,1986-03-16,Female,West Kenneth,Monaco,2025-11-16,Premium,Organic,5087,590,High,True,True
3256,Mrs Kate Palmer,dsmith@example.net,2007-10-08,Female,Wilsonmouth,Guam,2025-04-01,Premium,Organic,10681,623,High,True,False
3257,Neil Patterson-Wallace,jwoodward@example.com,1990-08-25,Male,Colemanburgh,Palau,2026-04-29,Standard,Google Ads,4763,711,Medium,True,False
3258,Stacey Hutchinson,marcus56@example.net,1965-02-02,Non-Binary,New Kyle,Lithuania,2024-03-04,Business,Google Ads,32203,626,High,True,False
3259,Natasha Macdonald,xlee@example.org,1987-01-04,Male,Hollieburgh,Greenland,2026-04-08,Standard,Referral,2606,686,Medium,True,False
3260,Aaron Cooper,jhutchinson@example.com,1993-05-05,Female,Shortland,Slovakia (Slovak Republic),2025-12-25,Standard,Google Ads,4220,731,Medium,True,False
3261,Keith Kemp,butlermolly@example.org,1981-03-02,Male,Faulknershire,Paraguay,2024-05-30,Premium,Facebook Ads,5857,705,Medium,True,False
3262,Molly Goddard,qmorrison@example.net,1964-12-13,Female,Port Georginastad,Nepal,2026-01-02,Premium,Google Ads,8426,786,Low,True,False
3263,Jennifer Leach,david78@example.org,1965-01-06,Male,Lake Sandrastad,Panama,2025-08-14,Standard,Organic,3842,736,Medium,True,False
3264,Jordan Smith,amandaprice@example.net,1975-07-02,Female,East Teresaburgh,Cook Islands,2025-10-27,Premium,LinkedIn,8996,804,Low,True,False
3265,Philip Lloyd,beth96@example.net,1986-01-19,Female,Smithport,Bahamas,2024-02-07,Premium,Organic,11355,648,High,True,False
3266,Georgina Brown,oneilllisa@example.org,1952-01-22,Male,Jessicamouth,French Guiana,2023-08-04,Standard,Google Ads,3393,548,High,True,False
3267,Sylvia Edwards-Graham,howardwarner@example.net,2007-12-18,Male,O'Connorburgh,Western Sahara,2025-03-22,Premium,Referral,10184,758,Low,True,False
3268,Barbara Phillips,jadewilliams@example.net,2001-11-29,Female,Duncanberg,France,2024-10-05,Standard,Organic,2900,819,Low,True,False
3269,Diana Lee,slee@example.org,1980-10-27,Female,Port Callumland,Guinea-Bissau,2023-10-27,Standard,Google Ads,2074,759,Low,True,False
3270,Rebecca McLean,armstrongjames@example.com,1975-04-02,Female,Robsontown,Nigeria,2025-07-19,Standard,Organic,4663,785,Low,True,False
3271,Karl Cox-Williams,dawsondamien@example.org,2002-12-16,Male,Donaldborough,Italy,2024-03-21,Standard,Organic,3813,710,Medium,True,False
3272,Ms Pamela Wheeler,evansphilip@example.com,2005-05-11,Male,Lake Karl,Uganda,2024-04-19,Standard,Google Ads,4527,650,Medium,False,False
3273,Mrs Barbara Brown,jack46@example.com,1995-02-09,Male,West Marie,Saint Pierre and Miquelon,2024-05-29,Premium,Organic,7278,641,High,True,False
3274,Geoffrey Powell,deborah85@example.org,1994-03-29,Female,Williamfurt,Falkland Islands (Malvinas),2025-02-21,Premium,Facebook Ads,8808,671,Medium,True,False
3275,Sophie Johnson,hartleylesley@example.com,1945-12-24,Male,Stanleyhaven,Mexico,2025-02-13,Premium,Organic,9480,836,Low,True,False
3276,Tina Dawson,ahall@example.net,2005-06-06,Male,New Charlotte,China,2025-03-30,Standard,LinkedIn,3068,473,High,True,True
3277,Kevin Mahmood,suttonnorman@example.org,1967-06-02,Male,Lake Oliver,Jamaica,2024-11-04,Standard,Google Ads,2140,667,Medium,True,False
